"","remoteness","state","value","year","measure"
"2010","Remote and Very Remote","South Australia","79.8","2020","Median age at death_years"
"2011","Remote and Very Remote","South Australia","59134","2021","Estimated Resident Population_persons"
"2012","Remote and Very Remote","South Australia","481","2021","Deaths_no."
"2013","Remote and Very Remote","South Australia","np","2021","Infant mortality rate_rate"
"2014","Remote and Very Remote","South Australia","5.6","2021","Standardised death rate_rate"
"2015","Remote and Very Remote","South Australia","79.7","2021","Median age at death_years"
"2016","Remote and Very Remote","South Australia","59320","2022","Estimated Resident Population_persons"
"2017","Remote and Very Remote","South Australia","502","2022","Deaths_no."
"2018","Remote and Very Remote","South Australia","np","2022","Infant mortality rate_rate"
"2019","Remote and Very Remote","South Australia","5.6","2022","Standardised death rate_rate"
"2020","Remote and Very Remote","South Australia","79.2","2022","Median age at death_years"
"2021","Remote and Very Remote","South Australia","59686","2023","Estimated Resident Population_persons"
"2022","Remote and Very Remote","South Australia","483","2023","Deaths_no."
"2023","Remote and Very Remote","South Australia","4.0999999999999996","2023","Infant mortality rate_rate"
"2024","Remote and Very Remote","South Australia","5.7","2023","Standardised death rate_rate"
"2025","Remote and Very Remote","South Australia","79.3","2023","Median age at death_years"
"2026","Remote and Very Remote","South Australia","60007","2024","Estimated Resident Population_persons"
"2027","Remote and Very Remote","South Australia","537","2024","Deaths_no."
"2028","Remote and Very Remote","South Australia","np","2024","Infant mortality rate_rate"
"2029","Remote and Very Remote","South Australia","5.7","2024","Standardised death rate_rate"
"2030","Remote and Very Remote","South Australia","79.2","2024","Median age at death_years"
"2031","Total South Australia","South Australia","1639614","2011","Estimated Resident Population_persons"
"2032","Total South Australia","South Australia","12665","2011","Deaths_no."
"2033","Total South Australia","South Australia","np","2011","Infant mortality rate_rate"
"2034","Total South Australia","South Australia","np","2011","Standardised death rate_rate"
"2035","Total South Australia","South Australia","np","2011","Median age at death_years"
"2036","Total South Australia","South Australia","1656725","2012","Estimated Resident Population_persons"
"2037","Total South Australia","South Australia","13178","2012","Deaths_no."
"2038","Total South Australia","South Australia","np","2012","Infant mortality rate_rate"
"2039","Total South Australia","South Australia","np","2012","Standardised death rate_rate"
"2040","Total South Australia","South Australia","np","2012","Median age at death_years"
"2041","Total South Australia","South Australia","1671488","2013","Estimated Resident Population_persons"
"2042","Total South Australia","South Australia","12804","2013","Deaths_no."
"2043","Total South Australia","South Australia","3","2013","Infant mortality rate_rate"
"2044","Total South Australia","South Australia","5.7","2013","Standardised death rate_rate"
"2045","Total South Australia","South Australia","82.5","2013","Median age at death_years"
"2046","Total South Australia","South Australia","1686945","2014","Estimated Resident Population_persons"
"2047","Total South Australia","South Australia","13262","2014","Deaths_no."
"2048","Total South Australia","South Australia","3","2014","Infant mortality rate_rate"
"2049","Total South Australia","South Australia","5.7","2014","Standardised death rate_rate"
"2050","Total South Australia","South Australia","82.7","2014","Median age at death_years"
"2051","Total South Australia","South Australia","1700668","2015","Estimated Resident Population_persons"
"2052","Total South Australia","South Australia","13647","2015","Deaths_no."
"2053","Total South Australia","South Australia","3","2015","Infant mortality rate_rate"
"2054","Total South Australia","South Australia","5.6","2015","Standardised death rate_rate"
"2055","Total South Australia","South Australia","82.6","2015","Median age at death_years"
"2056","Total South Australia","South Australia","1712843","2016","Estimated Resident Population_persons"
"2057","Total South Australia","South Australia","13337","2016","Deaths_no."
"2058","Total South Australia","South Australia","2.9","2016","Infant mortality rate_rate"
"2059","Total South Australia","South Australia","5.6","2016","Standardised death rate_rate"
"2060","Total South Australia","South Australia","82.8","2016","Median age at death_years"
"2061","Total South Australia","South Australia","1728673","2017","Estimated Resident Population_persons"
"2062","Total South Australia","South Australia","14052","2017","Deaths_no."
"2063","Total South Australia","South Australia","3","2017","Infant mortality rate_rate"
"2064","Total South Australia","South Australia","5.6","2017","Standardised death rate_rate"
"2065","Total South Australia","South Australia","82.8","2017","Median age at death_years"
"2066","Total South Australia","South Australia","1746137","2018","Estimated Resident Population_persons"
"2067","Total South Australia","South Australia","13571","2018","Deaths_no."
"2068","Total South Australia","South Australia","3.1","2018","Infant mortality rate_rate"
"2069","Total South Australia","South Australia","5.5","2018","Standardised death rate_rate"
"2070","Total South Australia","South Australia","82.7","2018","Median age at death_years"
"2071","Total South Australia","South Australia","1767395","2019","Estimated Resident Population_persons"
"2072","Total South Australia","South Australia","13917","2019","Deaths_no."
"2073","Total South Australia","South Australia","2.8","2019","Infant mortality rate_rate"
"2074","Total South Australia","South Australia","5.4","2019","Standardised death rate_rate"
"2075","Total South Australia","South Australia","82.7","2019","Median age at death_years"
"2076","Total South Australia","South Australia","1790355","2020","Estimated Resident Population_persons"
"2077","Total South Australia","South Australia","13607","2020","Deaths_no."
"2078","Total South Australia","South Australia","2.7","2020","Infant mortality rate_rate"
"2079","Total South Australia","South Australia","5.3","2020","Standardised death rate_rate"
"2080","Total South Australia","South Australia","82.6","2020","Median age at death_years"
"2081","Total South Australia","South Australia","1802601","2021","Estimated Resident Population_persons"
"2082","Total South Australia","South Australia","14494","2021","Deaths_no."
"2083","Total South Australia","South Australia","2.6","2021","Infant mortality rate_rate"
"2084","Total South Australia","South Australia","5.2","2021","Standardised death rate_rate"
"2085","Total South Australia","South Australia","82.7","2021","Median age at death_years"
"2086","Total South Australia","South Australia","1821200","2022","Estimated Resident Population_persons"
"2087","Total South Australia","South Australia","15455","2022","Deaths_no."
"2088","Total South Australia","South Australia","2.8","2022","Infant mortality rate_rate"
"2089","Total South Australia","South Australia","5.3","2022","Standardised death rate_rate"
"2090","Total South Australia","South Australia","82.7","2022","Median age at death_years"
"2091","Total South Australia","South Australia","1851704","2023","Estimated Resident Population_persons"
"2092","Total South Australia","South Australia","15499","2023","Deaths_no."
"2093","Total South Australia","South Australia","2.8","2023","Infant mortality rate_rate"
"2094","Total South Australia","South Australia","5.4","2023","Standardised death rate_rate"
"2095","Total South Australia","South Australia","82.8","2023","Median age at death_years"
"2096","Total South Australia","South Australia","1878029","2024","Estimated Resident Population_persons"
"2097","Total South Australia","South Australia","15739","2024","Deaths_no."
"2098","Total South Australia","South Australia","2.8","2024","Infant mortality rate_rate"
"2099","Total South Australia","South Australia","5.4","2024","Standardised death rate_rate"
"2100","Total South Australia","South Australia","82.7","2024","Median age at death_years"
"2101","Major Cities","Western Australia","1809287","2011","Estimated Resident Population_persons"
"2102","Major Cities","Western Australia","9832","2011","Deaths_no."
"2103","Major Cities","Western Australia","np","2011","Infant mortality rate_rate"
"2104","Major Cities","Western Australia","np","2011","Standardised death rate_rate"
"2105","Major Cities","Western Australia","np","2011","Median age at death_years"
"2106","Major Cities","Western Australia","1867607","2012","Estimated Resident Population_persons"
"2107","Major Cities","Western Australia","10260","2012","Deaths_no."
"2108","Major Cities","Western Australia","np","2012","Infant mortality rate_rate"
"2109","Major Cities","Western Australia","np","2012","Standardised death rate_rate"
"2110","Major Cities","Western Australia","np","2012","Median age at death_years"
"2111","Major Cities","Western Australia","1917819","2013","Estimated Resident Population_persons"
"2112","Major Cities","Western Australia","10405","2013","Deaths_no."
"2113","Major Cities","Western Australia","2.4","2013","Infant mortality rate_rate"
"2114","Major Cities","Western Australia","5.3","2013","Standardised death rate_rate"
"2115","Major Cities","Western Australia","81.2","2013","Median age at death_years"
"2116","Major Cities","Western Australia","1947385","2014","Estimated Resident Population_persons"
"2117","Major Cities","Western Australia","10540","2014","Deaths_no."
"2118","Major Cities","Western Australia","2.2999999999999998","2014","Infant mortality rate_rate"
"2119","Major Cities","Western Australia","5.3","2014","Standardised death rate_rate"
"2120","Major Cities","Western Australia","81.2","2014","Median age at death_years"
"2121","Major Cities","Western Australia","1971785","2015","Estimated Resident Population_persons"
"2122","Major Cities","Western Australia","11068","2015","Deaths_no."
"2123","Major Cities","Western Australia","2.2999999999999998","2015","Infant mortality rate_rate"
"2124","Major Cities","Western Australia","5.3","2015","Standardised death rate_rate"
"2125","Major Cities","Western Australia","81.2","2015","Median age at death_years"
"2126","Major Cities","Western Australia","1991389","2016","Estimated Resident Population_persons"
"2127","Major Cities","Western Australia","11268","2016","Deaths_no."
"2128","Major Cities","Western Australia","2.4","2016","Infant mortality rate_rate"
"2129","Major Cities","Western Australia","5.2","2016","Standardised death rate_rate"
"2130","Major Cities","Western Australia","81.5","2016","Median age at death_years"
"2131","Major Cities","Western Australia","2018206","2017","Estimated Resident Population_persons"
"2132","Major Cities","Western Australia","11131","2017","Deaths_no."
"2133","Major Cities","Western Australia","2.4","2017","Infant mortality rate_rate"
"2134","Major Cities","Western Australia","5.2","2017","Standardised death rate_rate"
"2135","Major Cities","Western Australia","81.5","2017","Median age at death_years"
"2136","Major Cities","Western Australia","2047420","2018","Estimated Resident Population_persons"
"2137","Major Cities","Western Australia","11187","2018","Deaths_no."
"2138","Major Cities","Western Australia","2.5","2018","Infant mortality rate_rate"
"2139","Major Cities","Western Australia","5","2018","Standardised death rate_rate"
"2140","Major Cities","Western Australia","81.5","2018","Median age at death_years"
"2141","Major Cities","Western Australia","2085159","2019","Estimated Resident Population_persons"
"2142","Major Cities","Western Australia","11580","2019","Deaths_no."
"2143","Major Cities","Western Australia","2.4","2019","Infant mortality rate_rate"
"2144","Major Cities","Western Australia","4.9000000000000004","2019","Standardised death rate_rate"
"2145","Major Cities","Western Australia","81.400000000000006","2019","Median age at death_years"
"2146","Major Cities","Western Australia","2132067","2020","Estimated Resident Population_persons"
"2147","Major Cities","Western Australia","11472","2020","Deaths_no."
"2148","Major Cities","Western Australia","2.4","2020","Infant mortality rate_rate"
"2149","Major Cities","Western Australia","4.7","2020","Standardised death rate_rate"
"2150","Major Cities","Western Australia","81.5","2020","Median age at death_years"
"2151","Major Cities","Western Australia","2161813","2021","Estimated Resident Population_persons"
"2152","Major Cities","Western Australia","12157","2021","Deaths_no."
"2153","Major Cities","Western Australia","2.2999999999999998","2021","Infant mortality rate_rate"
"2154","Major Cities","Western Australia","4.7","2021","Standardised death rate_rate"
"2155","Major Cities","Western Australia","81.8","2021","Median age at death_years"
"2156","Major Cities","Western Australia","2197476","2022","Estimated Resident Population_persons"
"2157","Major Cities","Western Australia","13299","2022","Deaths_no."
"2158","Major Cities","Western Australia","2.4","2022","Infant mortality rate_rate"
"2159","Major Cities","Western Australia","4.7","2022","Standardised death rate_rate"
"2160","Major Cities","Western Australia","81.900000000000006","2022","Median age at death_years"
"2161","Major Cities","Western Australia","2279779","2023","Estimated Resident Population_persons"
"2162","Major Cities","Western Australia","13378","2023","Deaths_no."
"2163","Major Cities","Western Australia","2.2999999999999998","2023","Infant mortality rate_rate"
"2164","Major Cities","Western Australia","4.8","2023","Standardised death rate_rate"
"2165","Major Cities","Western Australia","82.2","2023","Median age at death_years"
"2166","Major Cities","Western Australia","2351188","2024","Estimated Resident Population_persons"
"2167","Major Cities","Western Australia","13802","2024","Deaths_no."
"2168","Major Cities","Western Australia","2.4","2024","Infant mortality rate_rate"
"2169","Major Cities","Western Australia","4.8","2024","Standardised death rate_rate"
"2170","Major Cities","Western Australia","82.2","2024","Median age at death_years"
"2171","Inner Regional","Western Australia","200613","2011","Estimated Resident Population_persons"
"2172","Inner Regional","Western Australia","1139","2011","Deaths_no."
"2173","Inner Regional","Western Australia","np","2011","Infant mortality rate_rate"
"2174","Inner Regional","Western Australia","np","2011","Standardised death rate_rate"
"2175","Inner Regional","Western Australia","np","2011","Median age at death_years"
"2176","Inner Regional","Western Australia","207506","2012","Estimated Resident Population_persons"
"2177","Inner Regional","Western Australia","1215","2012","Deaths_no."
"2178","Inner Regional","Western Australia","np","2012","Infant mortality rate_rate"
"2179","Inner Regional","Western Australia","np","2012","Standardised death rate_rate"
"2180","Inner Regional","Western Australia","np","2012","Median age at death_years"
"2181","Inner Regional","Western Australia","213784","2013","Estimated Resident Population_persons"
"2182","Inner Regional","Western Australia","1168","2013","Deaths_no."
"2183","Inner Regional","Western Australia","2.7","2013","Infant mortality rate_rate"
"2184","Inner Regional","Western Australia","5.6","2013","Standardised death rate_rate"
"2185","Inner Regional","Western Australia","79.3","2013","Median age at death_years"
"2186","Inner Regional","Western Australia","217425","2014","Estimated Resident Population_persons"
"2187","Inner Regional","Western Australia","1310","2014","Deaths_no."
"2188","Inner Regional","Western Australia","2.1","2014","Infant mortality rate_rate"
"2189","Inner Regional","Western Australia","5.6","2014","Standardised death rate_rate"
"2190","Inner Regional","Western Australia","79.5","2014","Median age at death_years"
"2191","Inner Regional","Western Australia","219940","2015","Estimated Resident Population_persons"
"2192","Inner Regional","Western Australia","1351","2015","Deaths_no."
"2193","Inner Regional","Western Australia","2.2000000000000002","2015","Infant mortality rate_rate"
"2194","Inner Regional","Western Australia","5.5","2015","Standardised death rate_rate"
"2195","Inner Regional","Western Australia","79.400000000000006","2015","Median age at death_years"
"2196","Inner Regional","Western Australia","221221","2016","Estimated Resident Population_persons"
"2197","Inner Regional","Western Australia","1411","2016","Deaths_no."
"2198","Inner Regional","Western Australia","2.8","2016","Infant mortality rate_rate"
"2199","Inner Regional","Western Australia","5.6","2016","Standardised death rate_rate"
"2200","Inner Regional","Western Australia","79.8","2016","Median age at death_years"
"2201","Inner Regional","Western Australia","224372","2017","Estimated Resident Population_persons"
"2202","Inner Regional","Western Australia","1406","2017","Deaths_no."
"2203","Inner Regional","Western Australia","2.9","2017","Infant mortality rate_rate"
"2204","Inner Regional","Western Australia","5.5","2017","Standardised death rate_rate"
"2205","Inner Regional","Western Australia","79.599999999999994","2017","Median age at death_years"
"2206","Inner Regional","Western Australia","227464","2018","Estimated Resident Population_persons"
"2207","Inner Regional","Western Australia","1405","2018","Deaths_no."
"2208","Inner Regional","Western Australia","2.2999999999999998","2018","Infant mortality rate_rate"
"2209","Inner Regional","Western Australia","5.4","2018","Standardised death rate_rate"
"2210","Inner Regional","Western Australia","79.400000000000006","2018","Median age at death_years"
"2211","Inner Regional","Western Australia","230977","2019","Estimated Resident Population_persons"
"2212","Inner Regional","Western Australia","1415","2019","Deaths_no."
"2213","Inner Regional","Western Australia","1.9","2019","Infant mortality rate_rate"
"2214","Inner Regional","Western Australia","5.2","2019","Standardised death rate_rate"
"2215","Inner Regional","Western Australia","79.2","2019","Median age at death_years"
"2216","Inner Regional","Western Australia","234924","2020","Estimated Resident Population_persons"
"2217","Inner Regional","Western Australia","1406","2020","Deaths_no."
"2218","Inner Regional","Western Australia","1.8","2020","Infant mortality rate_rate"
"2219","Inner Regional","Western Australia","5","2020","Standardised death rate_rate"
"2220","Inner Regional","Western Australia","79.099999999999994","2020","Median age at death_years"
"2221","Inner Regional","Western Australia","239254","2021","Estimated Resident Population_persons"
"2222","Inner Regional","Western Australia","1618","2021","Deaths_no."
"2223","Inner Regional","Western Australia","2.2000000000000002","2021","Infant mortality rate_rate"
"2224","Inner Regional","Western Australia","4.9000000000000004","2021","Standardised death rate_rate"
"2225","Inner Regional","Western Australia","79.7","2021","Median age at death_years"
"2226","Inner Regional","Western Australia","243296","2022","Estimated Resident Population_persons"
"2227","Inner Regional","Western Australia","1673","2022","Deaths_no."
"2228","Inner Regional","Western Australia","2","2022","Infant mortality rate_rate"
"2229","Inner Regional","Western Australia","4.9000000000000004","2022","Standardised death rate_rate"
"2230","Inner Regional","Western Australia","80.2","2022","Median age at death_years"
"2231","Inner Regional","Western Australia","249046","2023","Estimated Resident Population_persons"
"2232","Inner Regional","Western Australia","1710","2023","Deaths_no."
"2233","Inner Regional","Western Australia","2.4","2023","Infant mortality rate_rate"
"2234","Inner Regional","Western Australia","5","2023","Standardised death rate_rate"
"2235","Inner Regional","Western Australia","80.5","2023","Median age at death_years"
"2236","Inner Regional","Western Australia","255030","2024","Estimated Resident Population_persons"
"2237","Inner Regional","Western Australia","1769","2024","Deaths_no."
"2238","Inner Regional","Western Australia","2.9","2024","Infant mortality rate_rate"
"2239","Inner Regional","Western Australia","4.9000000000000004","2024","Standardised death rate_rate"
"2240","Inner Regional","Western Australia","80.3","2024","Median age at death_years"
"2241","Outer Regional","Western Australia","181588","2011","Estimated Resident Population_persons"
"2242","Outer Regional","Western Australia","1086","2011","Deaths_no."
"2243","Outer Regional","Western Australia","np","2011","Infant mortality rate_rate"
"2244","Outer Regional","Western Australia","np","2011","Standardised death rate_rate"
"2245","Outer Regional","Western Australia","np","2011","Median age at death_years"
"2246","Outer Regional","Western Australia","184985","2012","Estimated Resident Population_persons"
"2247","Outer Regional","Western Australia","1210","2012","Deaths_no."
"2248","Outer Regional","Western Australia","np","2012","Infant mortality rate_rate"
"2249","Outer Regional","Western Australia","np","2012","Standardised death rate_rate"
"2250","Outer Regional","Western Australia","np","2012","Median age at death_years"
"2251","Outer Regional","Western Australia","187484","2013","Estimated Resident Population_persons"
"2252","Outer Regional","Western Australia","1195","2013","Deaths_no."
"2253","Outer Regional","Western Australia","2.4","2013","Infant mortality rate_rate"
"2254","Outer Regional","Western Australia","5.8","2013","Standardised death rate_rate"
"2255","Outer Regional","Western Australia","78.3","2013","Median age at death_years"
"2256","Outer Regional","Western Australia","187682","2014","Estimated Resident Population_persons"
"2257","Outer Regional","Western Australia","1248","2014","Deaths_no."
"2258","Outer Regional","Western Australia","2.8","2014","Infant mortality rate_rate"
"2259","Outer Regional","Western Australia","5.8","2014","Standardised death rate_rate"
"2260","Outer Regional","Western Australia","78.400000000000006","2014","Median age at death_years"
"2261","Outer Regional","Western Australia","186955","2015","Estimated Resident Population_persons"
"2262","Outer Regional","Western Australia","1297","2015","Deaths_no."
"2263","Outer Regional","Western Australia","3.1","2015","Infant mortality rate_rate"
"2264","Outer Regional","Western Australia","5.8","2015","Standardised death rate_rate"
"2265","Outer Regional","Western Australia","78.8","2015","Median age at death_years"
"2266","Outer Regional","Western Australia","185186","2016","Estimated Resident Population_persons"
"2267","Outer Regional","Western Australia","1464","2016","Deaths_no."
"2268","Outer Regional","Western Australia","4.3","2016","Infant mortality rate_rate"
"2269","Outer Regional","Western Australia","6.1","2016","Standardised death rate_rate"
"2270","Outer Regional","Western Australia","78.7","2016","Median age at death_years"
"2271","Outer Regional","Western Australia","186155","2017","Estimated Resident Population_persons"
"2272","Outer Regional","Western Australia","1305","2017","Deaths_no."
"2273","Outer Regional","Western Australia","4.0999999999999996","2017","Infant mortality rate_rate"
"2274","Outer Regional","Western Australia","6.1","2017","Standardised death rate_rate"
"2275","Outer Regional","Western Australia","78.900000000000006","2017","Median age at death_years"
"2276","Outer Regional","Western Australia","186634","2018","Estimated Resident Population_persons"
"2277","Outer Regional","Western Australia","1381","2018","Deaths_no."
"2278","Outer Regional","Western Australia","4.2","2018","Infant mortality rate_rate"
"2279","Outer Regional","Western Australia","6.1","2018","Standardised death rate_rate"
"2280","Outer Regional","Western Australia","78.599999999999994","2018","Median age at death_years"
"2281","Outer Regional","Western Australia","187379","2019","Estimated Resident Population_persons"
"2282","Outer Regional","Western Australia","1397","2019","Deaths_no."
"2283","Outer Regional","Western Australia","3.2","2019","Infant mortality rate_rate"
"2284","Outer Regional","Western Australia","5.8","2019","Standardised death rate_rate"
"2285","Outer Regional","Western Australia","79","2019","Median age at death_years"
"2286","Outer Regional","Western Australia","189079","2020","Estimated Resident Population_persons"
"2287","Outer Regional","Western Australia","1409","2020","Deaths_no."
"2288","Outer Regional","Western Australia","3.7","2020","Infant mortality rate_rate"
"2289","Outer Regional","Western Australia","5.7","2020","Standardised death rate_rate"
"2290","Outer Regional","Western Australia","78.900000000000006","2020","Median age at death_years"
"2291","Outer Regional","Western Australia","190945","2021","Estimated Resident Population_persons"
"2292","Outer Regional","Western Australia","1387","2021","Deaths_no."
"2293","Outer Regional","Western Australia","3.3","2021","Infant mortality rate_rate"
"2294","Outer Regional","Western Australia","5.5","2021","Standardised death rate_rate"
"2295","Outer Regional","Western Australia","79.099999999999994","2021","Median age at death_years"
"2296","Outer Regional","Western Australia","192434","2022","Estimated Resident Population_persons"
"2297","Outer Regional","Western Australia","1525","2022","Deaths_no."
"2298","Outer Regional","Western Australia","3.2","2022","Infant mortality rate_rate"
"2299","Outer Regional","Western Australia","5.5","2022","Standardised death rate_rate"
"2300","Outer Regional","Western Australia","79.3","2022","Median age at death_years"
"2301","Outer Regional","Western Australia","194306","2023","Estimated Resident Population_persons"
"2302","Outer Regional","Western Australia","1600","2023","Deaths_no."
"2303","Outer Regional","Western Australia","2.2999999999999998","2023","Infant mortality rate_rate"
"2304","Outer Regional","Western Australia","5.5","2023","Standardised death rate_rate"
"2305","Outer Regional","Western Australia","79.400000000000006","2023","Median age at death_years"
"2306","Outer Regional","Western Australia","196490","2024","Estimated Resident Population_persons"
"2307","Outer Regional","Western Australia","1641","2024","Deaths_no."
"2308","Outer Regional","Western Australia","2.4","2024","Infant mortality rate_rate"
"2309","Outer Regional","Western Australia","5.6","2024","Standardised death rate_rate"
"2310","Outer Regional","Western Australia","79.5","2024","Median age at death_years"
"2311","Inner and Outer Regional","Western Australia","382201","2011","Estimated Resident Population_persons"
"2312","Inner and Outer Regional","Western Australia","2225","2011","Deaths_no."
"2313","Inner and Outer Regional","Western Australia","np","2011","Infant mortality rate_rate"
"2314","Inner and Outer Regional","Western Australia","np","2011","Standardised death rate_rate"
"2315","Inner and Outer Regional","Western Australia","np","2011","Median age at death_years"
"2316","Inner and Outer Regional","Western Australia","392491","2012","Estimated Resident Population_persons"
"2317","Inner and Outer Regional","Western Australia","2425","2012","Deaths_no."
"2318","Inner and Outer Regional","Western Australia","np","2012","Infant mortality rate_rate"
"2319","Inner and Outer Regional","Western Australia","np","2012","Standardised death rate_rate"
"2320","Inner and Outer Regional","Western Australia","np","2012","Median age at death_years"
"2321","Inner and Outer Regional","Western Australia","401268","2013","Estimated Resident Population_persons"
"2322","Inner and Outer Regional","Western Australia","2363","2013","Deaths_no."
"2323","Inner and Outer Regional","Western Australia","2.6","2013","Infant mortality rate_rate"
"2324","Inner and Outer Regional","Western Australia","5.7","2013","Standardised death rate_rate"
"2325","Inner and Outer Regional","Western Australia","78.8","2013","Median age at death_years"
"2326","Inner and Outer Regional","Western Australia","405107","2014","Estimated Resident Population_persons"
"2327","Inner and Outer Regional","Western Australia","2558","2014","Deaths_no."
"2328","Inner and Outer Regional","Western Australia","2.5","2014","Infant mortality rate_rate"
"2329","Inner and Outer Regional","Western Australia","5.7","2014","Standardised death rate_rate"
"2330","Inner and Outer Regional","Western Australia","78.900000000000006","2014","Median age at death_years"
"2331","Inner and Outer Regional","Western Australia","406895","2015","Estimated Resident Population_persons"
"2332","Inner and Outer Regional","Western Australia","2648","2015","Deaths_no."
"2333","Inner and Outer Regional","Western Australia","2.6","2015","Infant mortality rate_rate"
"2334","Inner and Outer Regional","Western Australia","5.6","2015","Standardised death rate_rate"
"2335","Inner and Outer Regional","Western Australia","79.099999999999994","2015","Median age at death_years"
"2336","Inner and Outer Regional","Western Australia","406407","2016","Estimated Resident Population_persons"
"2337","Inner and Outer Regional","Western Australia","2875","2016","Deaths_no."
"2338","Inner and Outer Regional","Western Australia","3.5","2016","Infant mortality rate_rate"
"2339","Inner and Outer Regional","Western Australia","5.8","2016","Standardised death rate_rate"
"2340","Inner and Outer Regional","Western Australia","79.2","2016","Median age at death_years"
"2341","Inner and Outer Regional","Western Australia","410527","2017","Estimated Resident Population_persons"
"2342","Inner and Outer Regional","Western Australia","2711","2017","Deaths_no."
"2343","Inner and Outer Regional","Western Australia","3.5","2017","Infant mortality rate_rate"
"2344","Inner and Outer Regional","Western Australia","5.8","2017","Standardised death rate_rate"
"2345","Inner and Outer Regional","Western Australia","79.2","2017","Median age at death_years"
"2346","Inner and Outer Regional","Western Australia","414098","2018","Estimated Resident Population_persons"
"2347","Inner and Outer Regional","Western Australia","2786","2018","Deaths_no."
"2348","Inner and Outer Regional","Western Australia","3.2","2018","Infant mortality rate_rate"
"2349","Inner and Outer Regional","Western Australia","5.7","2018","Standardised death rate_rate"
"2350","Inner and Outer Regional","Western Australia","79","2018","Median age at death_years"
"2351","Inner and Outer Regional","Western Australia","418356","2019","Estimated Resident Population_persons"
"2352","Inner and Outer Regional","Western Australia","2812","2019","Deaths_no."
"2353","Inner and Outer Regional","Western Australia","2.5","2019","Infant mortality rate_rate"
"2354","Inner and Outer Regional","Western Australia","5.5","2019","Standardised death rate_rate"
"2355","Inner and Outer Regional","Western Australia","79.099999999999994","2019","Median age at death_years"
"2356","Inner and Outer Regional","Western Australia","424003","2020","Estimated Resident Population_persons"
"2357","Inner and Outer Regional","Western Australia","2815","2020","Deaths_no."
"2358","Inner and Outer Regional","Western Australia","2.7","2020","Infant mortality rate_rate"
"2359","Inner and Outer Regional","Western Australia","5.3","2020","Standardised death rate_rate"
"2360","Inner and Outer Regional","Western Australia","79","2020","Median age at death_years"
"2361","Inner and Outer Regional","Western Australia","430199","2021","Estimated Resident Population_persons"
"2362","Inner and Outer Regional","Western Australia","3005","2021","Deaths_no."
"2363","Inner and Outer Regional","Western Australia","2.7","2021","Infant mortality rate_rate"
"2364","Inner and Outer Regional","Western Australia","5.2","2021","Standardised death rate_rate"
"2365","Inner and Outer Regional","Western Australia","79.400000000000006","2021","Median age at death_years"
"2366","Inner and Outer Regional","Western Australia","435730","2022","Estimated Resident Population_persons"
"2367","Inner and Outer Regional","Western Australia","3198","2022","Deaths_no."
"2368","Inner and Outer Regional","Western Australia","2.6","2022","Infant mortality rate_rate"
"2369","Inner and Outer Regional","Western Australia","5.2","2022","Standardised death rate_rate"
"2370","Inner and Outer Regional","Western Australia","79.8","2022","Median age at death_years"
"2371","Inner and Outer Regional","Western Australia","443352","2023","Estimated Resident Population_persons"
"2372","Inner and Outer Regional","Western Australia","3310","2023","Deaths_no."
"2373","Inner and Outer Regional","Western Australia","2.4","2023","Infant mortality rate_rate"
"2374","Inner and Outer Regional","Western Australia","5.2","2023","Standardised death rate_rate"
"2375","Inner and Outer Regional","Western Australia","80","2023","Median age at death_years"
"2376","Inner and Outer Regional","Western Australia","451520","2024","Estimated Resident Population_persons"
"2377","Inner and Outer Regional","Western Australia","3410","2024","Deaths_no."
"2378","Inner and Outer Regional","Western Australia","2.7","2024","Infant mortality rate_rate"
"2379","Inner and Outer Regional","Western Australia","5.2","2024","Standardised death rate_rate"
"2380","Inner and Outer Regional","Western Australia","80","2024","Median age at death_years"
"2381","Remote","Western Australia","87443","2011","Estimated Resident Population_persons"
"2382","Remote","Western Australia","368","2011","Deaths_no."
"2383","Remote","Western Australia","np","2011","Infant mortality rate_rate"
"2384","Remote","Western Australia","np","2011","Standardised death rate_rate"
"2385","Remote","Western Australia","np","2011","Median age at death_years"
"2386","Remote","Western Australia","89268","2012","Estimated Resident Population_persons"
"2387","Remote","Western Australia","387","2012","Deaths_no."
"2388","Remote","Western Australia","np","2012","Infant mortality rate_rate"
"2389","Remote","Western Australia","np","2012","Standardised death rate_rate"
"2390","Remote","Western Australia","np","2012","Median age at death_years"
"2391","Remote","Western Australia","90974","2013","Estimated Resident Population_persons"
"2392","Remote","Western Australia","367","2013","Deaths_no."
"2393","Remote","Western Australia","3.8","2013","Infant mortality rate_rate"
"2394","Remote","Western Australia","6","2013","Standardised death rate_rate"
"2395","Remote","Western Australia","71.400000000000006","2013","Median age at death_years"
"2396","Remote","Western Australia","90292","2014","Estimated Resident Population_persons"
"2397","Remote","Western Australia","402","2014","Deaths_no."
"2398","Remote","Western Australia","4","2014","Infant mortality rate_rate"
"2399","Remote","Western Australia","5.8","2014","Standardised death rate_rate"
"2400","Remote","Western Australia","70.7","2014","Median age at death_years"
"2401","Remote","Western Australia","89313","2015","Estimated Resident Population_persons"
"2402","Remote","Western Australia","446","2015","Deaths_no."
"2403","Remote","Western Australia","np","2015","Infant mortality rate_rate"
"2404","Remote","Western Australia","6","2015","Standardised death rate_rate"
"2405","Remote","Western Australia","71","2015","Median age at death_years"
"2406","Remote","Western Australia","87895","2016","Estimated Resident Population_persons"
